595c73513bf4da00b7e986e9,58,9.940184799999999,7.4229695,0,-2.0,0.0,2017-07-05T05:12:28.000Z,1333110993
595c73523bf4da00b7e986ea,58,9.940184799999999,7.4229695,0,0.0,0.0,2017-07-05T05:12:43.000Z,1333110993
595c73613bf4da00b7e986f0,0,9.940189,7.4230028,2,0.0,0.0,2017-07-05T05:04:32.000Z,1333110993
595c75893bf4da00b7e987a5,0,9.9402011,7.4229973,0,0.0,0.0,2017-07-05T05:05:32.000Z,1333110993
595c758a3bf4da00b7e987a6,186,9.9400921,7.4229223,0,0.0,0.0,2017-07-05T05:06:32.000Z,1333110993
595c758b3bf4da00b7e987a7,156,9.9395653,7.423148299999999,158,0.0,0.0,2017-07-05T05:07:32.000Z,1333110993
595c758d3bf4da00b7e987a8,352,9.9397293,7.4240892999999994,450,0.0,0.0,2017-07-05T05:08:30.000Z,1333110993
595c758e3bf4da00b7e987aa,42,9.9414863,7.4234991,344,0.0,0.0,2017-07-05T05:08:59.000Z,1333110993
595c758f3bf4da00b7e987ab,338,9.9428281,7.4231973,994,0.0,0.0,2017-07-05T05:09:20.000Z,1333110993
595c75903bf4da00b7e987ad,338,9.9446566,7.4224505999999995,980,0.0,0.0,2017-07-05T05:09:42.000Z,1333110993
595c75923bf4da00b7e987ae,338,9.946475099999999,7.4217116,988,0.0,0.0,2017-07-05T05:10:04.000Z,1333110993
595c75933bf4da00b7e987af,338,9.948279999999999,7.420973999999999,966,0.0,0.0,2017-07-05T05:10:26.000Z,1333110993
595c75943bf4da00b7e987b0,339,9.950139799999999,7.420216,963,0.0,0.0,2017-07-05T05:10:49.000Z,1333110993
595c75953bf4da00b7e987b1,338,9.95202,7.4194491,975,0.0,0.0,2017-07-05T05:11:12.000Z,1333110993
595c75973bf4da00b7e987b2,338,9.9539008,7.418674599999999,969,0.0,0.0,2017-07-05T05:11:35.000Z,1333110993
595c75983bf4da00b7e987b4,338,9.955708099999999,7.4179423,983,0.0,0.0,2017-07-05T05:11:57.000Z,1333110993
595c75993bf4da00b7e987b5,338,9.957554799999999,7.4171853,1022,0.0,0.0,2017-07-05T05:12:19.000Z,1333110993
595c759a3bf4da00b7e987b6,340,9.9593645,7.4164593,1022,0.0,0.0,2017-07-05T05:12:40.000Z,1333110993
595c759b3bf4da00b7e987b7,346,9.961183,7.4159131,972,972.0,288.0,2017-07-05T05:13:01.000Z,1333110993
595c759d3bf4da00b7e987b8,352,9.962989499999999,7.4155675,966,-6.0,6.0,2017-07-05T05:13:22.000Z,1333110993
595c759e3bf4da00b7e987b9,358,9.9649045,7.4154098,972,6.0,6.0,2017-07-05T05:13:44.000Z,1333110993
595c759f3bf4da00b7e987ba,357,9.9667715,7.4153385,994,22.0,-1.0,2017-07-05T05:14:05.000Z,1333110993
595c75b43bf4da00b7e987c6,358,9.968680299999999,7.4152685,1008,14.0,1.0,2017-07-05T05:14:26.000Z,1333110993
595c75c83bf4da00b7e987d6,355,9.970589,7.415169499999999,1005,-3.0,-3.0,2017-07-05T05:14:47.000Z,1333110993
595c75dd3bf4da00b7e987e0,351,9.9724831,7.4149436,994,-11.0,-4.0,2017-07-05T05:15:08.000Z,1333110993
595c75f23bf4da00b7e987e8,351,9.9743593,7.4146697999999995,980,-14.0,0.0,2017-07-05T05:15:29.000Z,1333110993
595c76073bf4da00b7e987f6,352,9.9762103,7.4143965,986,6.0,1.0,2017-07-05T05:15:50.000Z,1333110993
595c761c3bf4da00b7e987f8,351,9.978091599999999,7.4141188,1011,25.0,-1.0,2017-07-05T05:16:11.000Z,1333110993
595c76313bf4da00b7e987fe,352,9.9800126,7.413838999999999,1019,8.0,1.0,2017-07-05T05:16:32.000Z,1333110993
595c76483bf4da00b7e98802,351,9.982016999999999,7.4135401,1011,-8.0,-1.0,2017-07-05T05:16:54.000Z,1333110993
595c765c3bf4da00b7e98805,353,9.983921299999999,7.4132615,1002,-9.0,2.0,2017-07-05T05:17:15.000Z,1333110993
595c77473bf4da00b7e98832,352,9.9857865,7.4129860999999995,986,-16.0,-1.0,2017-07-05T05:17:36.000Z,1333110993
595c77483bf4da00b7e98833,352,9.9877086,7.4126983,975,-11.0,0.0,2017-07-05T05:17:58.000Z,1333110993
595c774a3bf4da00b7e98834,351,9.9895456,7.412424,980,5.0,-1.0,2017-07-05T05:18:19.000Z,1333110993
595c774b3bf4da00b7e98835,352,9.9913943,7.412147999999999,988,8.0,1.0,2017-07-05T05:18:40.000Z,1333110993
595c774c3bf4da00b7e98836,351,9.9932845,7.4118695,1013,25.0,-1.0,2017-07-05T05:19:01.000Z,1333110993
595c774d3bf4da00b7e98837,352,9.9952835,7.411574,1011,-2.0,1.0,2017-07-05T05:19:23.000Z,1333110993
595c774f3bf4da00b7e98839,351,9.997181999999999,7.4112925,1002,-9.0,-1.0,2017-07-05T05:19:44.000Z,1333110993
595c77503bf4da00b7e9883b,347,9.9990205,7.410966299999999,975,-27.0,-4.0,2017-07-05T05:20:05.000Z,1333110993
595c77513bf4da00b7e9883d,338,10.0008758,7.4103748,980,5.0,-9.0,2017-07-05T05:20:26.000Z,1333110993
595c77533bf4da00b7e9883e,330,1.0002731599999999E1,7.409469499999999,986,6.0,-8.0,2017-07-05T05:20:50.000Z,1333110993
595c77543bf4da00b7e98840,325,10.0045851,7.408227999999999,980,-6.0,-5.0,2017-07-05T05:21:15.000Z,1333110993
595c77663bf4da00b7e98846,325,10.0064086,7.4069560999999995,975,-5.0,0.0,2017-07-05T05:21:40.000Z,1333110993
595c777f3bf4da00b7e9884d,325,10.0082386,7.4056741,1002,27.0,0.0,2017-07-05T05:22:05.000Z,1333110993
595c77973bf4da00b7e9885b,325,10.0100421,7.4044102999999994,1011,9.0,0.0,2017-07-05T05:22:29.000Z,1333110993
595c77af3bf4da00b7e98862,326,10.0118481,7.4031483,997,-14.0,1.0,2017-07-05T05:22:52.000Z,1333110993
595c77c83bf4da00b7e98865,325,10.0136691,7.4018676,977,-20.0,-1.0,2017-07-05T05:23:17.000Z,1333110993
595c77e13bf4da00b7e9886b,325,10.0154866,7.4005901,980,3.0,0.0,2017-07-05T05:23:42.000Z,1333110993
595c77fa3bf4da00b7e9886f,325,10.0173083,7.3993036,988,8.0,0.0,2017-07-05T05:24:07.000Z,1333110993
595c78133bf4da00b7e98887,325,1.0019180799999999E1,7.3979966,1016,28.0,0.0,2017-07-05T05:24:32.000Z,1333110993
595c782b3bf4da00b7e9888a,325,10.0209998,7.3967271,1027,11.0,0.0,2017-07-05T05:24:56.000Z,1333110993
595c78433bf4da00b7e9888d,325,10.0228243,7.3954486,1025,-2.0,0.0,2017-07-05T05:25:21.000Z,1333110993
595c785b3bf4da00b7e98893,325,10.0246316,7.3941801,997,-28.0,0.0,2017-07-05T05:25:45.000Z,1333110993
595c78733bf4da00b7e98895,334,10.0264891,7.3930691,997,0.0,9.0,2017-07-05T05:26:08.000Z,1333110993
595c78893bf4da00b7e9889b,340,10.0283553,7.3923273,1011,14.0,6.0,2017-07-05T05:26:31.000Z,1333110993
595c789e3bf4da00b7e9889f,340,10.0301721,7.391678499999999,1008,-3.0,0.0,2017-07-05T05:26:52.000Z,1333110993
595c78b43bf4da00b7e988a2,340,10.0320551,7.3910013,1000,-8.0,0.0,2017-07-05T05:27:13.000Z,1333110993
595c78ca3bf4da00b7e988a7,340,1.0033940099999999E1,7.3903216,1002,2.0,0.0,2017-07-05T05:27:35.000Z,1333110993
595c78e03bf4da00b7e988ab,340,10.0357948,7.389651,983,-19.0,0.0,2017-07-05T05:27:58.000Z,1333110993
595c78f63bf4da00b7e988af,340,10.0376266,7.3890046,980,-3.0,0.0,2017-07-05T05:28:20.000Z,1333110993
595c790c3bf4da00b7e988c7,341,1.0039469799999999E1,7.3883456,983,3.0,1.0,2017-07-05T05:28:41.000Z,1333110993
595c79223bf4da00b7e988d2,340,10.04131,7.387681,983,0.0,-1.0,2017-07-05T05:29:03.000Z,1333110993
595c79383bf4da00b7e988d7,341,1.0043143599999999E1,7.3870206,980,-3.0,1.0,2017-07-05T05:29:25.000Z,1333110993
595c794e3bf4da00b7e988de,341,10.0449808,7.3863661,977,-3.0,0.0,2017-07-05T05:29:47.000Z,1333110993
595c79643bf4da00b7e988e3,340,10.0468156,7.3857025,972,-5.0,-1.0,2017-07-05T05:30:09.000Z,1333110993
595c797a3bf4da00b7e988ed,341,10.0486746,7.3850340999999995,1000,28.0,1.0,2017-07-05T05:30:31.000Z,1333110993
595c79903bf4da00b7e988ee,340,10.0505528,7.3843593,1002,2.0,-1.0,2017-07-05T05:30:53.000Z,1333110993
595c79a63bf4da00b7e988f2,340,1.0052431499999999E1,7.3836803,1000,-2.0,0.0,2017-07-05T05:31:15.000Z,1333110993
595c79bc3bf4da00b7e988f6,340,1.0054307099999999E1,7.3830003,1000,0.0,0.0,2017-07-05T05:31:37.000Z,1333110993
595c79d23bf4da00b7e988f9,341,10.0561896,7.3823298,1011,11.0,1.0,2017-07-05T05:31:59.000Z,1333110993
595c79e83bf4da00b7e988ff,340,10.0580796,7.381653099999999,1030,19.0,-1.0,2017-07-05T05:32:21.000Z,1333110993
595c7a123bf4da00b7e9890a,79,10.0598713,7.381284,272,-758.0,-261.0,2017-07-05T05:33:03.000Z,1333110993
595c7a283bf4da00b7e98916,25,1.0060674299999999E1,7.3817466,411,139.0,-54.0,2017-07-05T05:33:25.000Z,1333110993
595c7a623bf4da00b7e9892f,7,10.0625038,7.381676,586,175.0,-18.0,2017-07-05T05:34:08.000Z,1333110993
